"Index","Record","Symbol","Description","Location","Mean","Peak -logP","Peak Location","Effect Size"
"29538","ENSRNOG00000003537","Spta1","spectrin, alpha, erythrocytic 1","Chr13: 86.203503","3.520","29.0","Chr13: 86.622151","0.622"
"2048","ENSRNOG00000024277","Card11","caspase recruitment domain family, member 11","Chr12: 13.621139","6.877","28.9","Chr12: 13.152627","0.629"
"2521","ENSRNOG00000033087","Cdh23","cadherin-related 23","Chr20: 28.622489","7.819","28.8","Chr20: 28.580491","0.506"
"10502","UNCHAR_LOC102553526","LOC102553526","uncharacterized LOC102553526","Chr1: 20.935163","1.197","28.7","Chr1: 21.009060","-0.620"
"20700","ENSRNOG00000004744","Lratd2","LRAT domain containing 2","Chr7: 92.387044","8.379","28.7","Chr7: 92.498331","-0.292"
"23014","ENSRNOG00000000546","Nt5dc1","5'-nucleotidase domain containing 1","Chr20: 38.208612","8.101","28.7","Chr20: 37.180412","-0.260"
"7461","ENSRNOG00000048553","Iqcc","IQ motif containing C","Chr5: 141.962100","6.484","28.6","Chr5: 142.075158","0.361"
"13053","UNCHAR_LOC108353429","LOC108353429","endogenous retrovirus group K member 10 Gag polyprotein-like","Chr13: 25.625687","1.362","28.6","Chr4: 148.389881","-0.924"
"13574","UNCHAR_LOC120093807","LOC120093807","uncharacterized LOC120093807","Chr7: 63.682556","1.082","28.5","Chr2: 31.925135","-0.716"
"22055","ENSRNOG00000010164","Mrps2","mitochondrial ribosomal protein S2","Chr3: 11.803043","7.162","28.5","Chr3: 11.829881","-0.253"
"27288","ENSRNOG00000025615_1","Rnase1l1","ribonuclease, RNase A family, 1-like 1","Chr15: 24.339933","1.727","28.5","Chr15: 28.480643","1.137"
"10918","UNCHAR_LOC102555545","LOC102555545","uncharacterized LOC102555545","Chr4: 158.058336","1.929","28.4","Chr4: 157.629577","-1.057"
"28353","ENSRNOG00000069420","Sh2d1b2","SH2 domain containing 1B2","Chr13: 82.437417","5.168","28.4","Chr13: 83.183593","0.438"
"33511","ENSRNOG00000026874","Zfp956","zinc finger protein 956","Chr4: 76.943238","6.928","28.4","Chr4: 77.017778","-0.387"
"27167","ENSRNOG00000021984","Rgs7","regulator of G-protein signaling 7","Chr13: 87.408833","9.493","28.3","Chr13: 88.330154","-0.386"
"28796","ENSRNOG00000017324","Slc46a2","solute carrier family 46, member 2","Chr5: 74.808127","3.142","28.3","Chr5: 74.820671","0.563"
"160","ENSRNOG00000013975","Acat2l1","acetyl-CoA acetyltransferase 2-like 1","Chr1: 47.803821","6.569","28.2","Chr1: 47.590660","0.319"
"4858","ENSRNOG00000013994","Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1","Chr1: 20.698745","10.422","28.2","Chr1: 20.006034","-0.301"
"25926","ENSRNOG00000032513","Prps1l1","phosphoribosyl pyrophosphate synthetase 1-like 1","Chr6: 51.684959","1.401","28.2","Chr6: 51.537876","-0.682"
"1586","ENSRNOG00000012684","Bloc1s2","biogenesis of lysosomal organelles complex-1, subunit 2","Chr1: 243.031748","7.056","28.0","Chr1: 243.338842","-0.281"
"6714","ENSRNOG00000043171_2","Hdhd2","haloacid dehalogenase-like hydrolase domain containing 2","Chr18: 70.488354","7.653","28.0","Chr18: 70.843849","0.338"
"9747","UNCHAR_LOC102550046","LOC102550046","uncharacterized LOC102550046","Chr2: 184.872001","3.659","28.0","Chr2: 185.404611","0.723"
"15067","UNCHAR_LOC120095906","LOC120095906","uncharacterized LOC120095906","Chr12: 18.861000","2.346","28.0","Chr12: 19.032032","-1.088"
"18271","UNCHAR_LOC120100722","LOC120100722","uncharacterized LOC120100722","Chr2: 51.874534","3.946","28.0","Chr2: 51.622148","0.687"
"19337","UNCHAR_LOC120102375","LOC120102375","uncharacterized LOC120102375","Chr4: 151.075876","3.286","28.0","Chr4: 151.143317","-0.666"
"23039","ENSRNOG00000049054","Ntsr2","neurotensin receptor 2","Chr6: 39.424296","3.544","28.0","Chr6: 39.248944","0.638"
"24274","UNCHAR_Or6k14","Or6k14","olfactory receptor family 6 subfamily K member 14","Chr13: 86.116191","2.093","28.0","Chr13: 86.622151","0.727"
"27763","UNCHAR_RT1-CE2","RT1-CE2","RT1 class I, locus CE2","Chr20: 3.541840","8.967","28.0","Chr20: 3.601132","0.455"
"4628","UNCHAR_Eef1e1-ps4","Eef1e1-ps4","uncharacterized Eef1e1-ps4","Chr11: 20.494650","1.115","27.9","Chr17: 25.548833","0.753"
"25190","ENSRNOG00000034228","Pik3c2g","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma","Chr4: 172.483751","4.963","27.9","Chr4: 172.830713","-0.515"
"26337","ENSRNOG00000062595_2","Rab5al1","Rab5a, member RAS oncogene family-like 1","Chr14: 68.332359","4.653","27.9","Chr9: 5.497561","0.667"
"5433","UNCHAR_Fdxacb1","Fdxacb1","uncharacterized Fdxacb1","Chr8: 51.111830","6.645","27.8","Chr8: 51.101184","0.276"
"11195","UNCHAR_LOC103690435","LOC103690435","uncharacterized LOC103690435","Chr8: 76.902527","2.464","27.8","Chr8: 76.393685","-0.531"
"27765","ENSRNOG00000071228","RT1-CE4","RT1 class I, locus CE4","Chr20: 3.504534","10.611","27.8","Chr20: 3.601132","0.392"
"31103","ENSRNOG00000013748","Trem3","triggering receptor expressed on myeloid cells 3","Chr9: 12.762546","8.199","27.8","Chr9: 12.881304","0.515"
"15089","UNCHAR_LOC120095939","LOC120095939","uncharacterized LOC120095939","Chr12: 27.653879","0.811","27.7","Chr12: 27.530090","0.532"
"8999","UNCHAR_LOC102546598","LOC102546598","uncharacterized LOC102546598","Chr10: 80.255679","4.005","27.6","Chr10: 80.180154","0.424"
"912","UNCHAR_Apol3","Apol3","uncharacterized Apol3","Chr7: 109.288724","8.857","27.5","Chr7: 108.643752","0.331"
"6478","ENSRNOG00000030449","Gsta4","glutathione S-transferase alpha 4","Chr8: 79.066966","8.338","27.5","Chr8: 79.039328","-0.346"
"11997","ENSRNOG00000030351","LOC108348989","high mobility group box 1 like 1","Chr1: 79.815175","3.579","27.5","Chr12: 6.044027","0.463"
"33160","ENSRNOG00000051682","Zcchc9","zinc finger CCHC-type containing 9","Chr2: 23.048248","7.439","27.5","Chr2: 23.116638","-0.260"
"7589","ENSRNOG00000012151","Itpripl1","ITPRIP like 1","Chr3: 114.407916","7.756","27.4","Chr3: 113.885548","-0.269"
"10994","UNCHAR_LOC102555924","LOC102555924","uncharacterized LOC102555924","Chr5: 24.077247","2.686","27.4","Chr5: 23.301841","0.753"
"19216","UNCHAR_LOC120102238","LOC120102238","uncharacterized LOC120102238","Chr4: 45.365271","3.861","27.4","Chr4: 45.559864","0.548"
"32625","ENSRNOG00000080833","Vom1r68","vomeronasal 1 receptor 68","Chr4: 86.380566","0.282","27.4","Chr4: 84.549955","0.526"
"32958","ENSRNOG00000015440","Wrn","WRN RecQ like helicase","Chr16: 58.763516","9.910","27.4","Chr16: 58.924474","-0.268"
"1742","ENSRNOG00000039396","Btnl3","butyrophilin-like 3","Chr20: 4.489023","0.370","27.3","Chr20: 4.679209","-0.571"
"1983","ENSRNOG00000052080","Camk2b","calcium/calmodulin-dependent protein kinase II beta","Chr14: 80.934171","8.499","27.3","Chr14: 80.704849","0.573"
"3586","ENSRNOG00000014798","Cstpp1","centriolar satellite-associated tubulin polyglutamylase complex regulator 1","Chr3: 77.416306","7.959","27.3","Chr3: 77.631969","-0.295"
"4769","ENSRNOG00000007934","Elfn2","extracellular leucine-rich repeat and fibronectin type III domain containing 2","Chr7: 110.272769","3.010","27.3","Chr2: 194.986507","0.614"
"6369","ENSRNOG00000077378","Gprin2","G protein regulated inducer of neurite outgrowth 2","Chr16: 9.512671","1.776","27.3","Chr16: 9.517626","-0.822"
"14609","UNCHAR_LOC120095254","LOC120095254","uncharacterized LOC120095254","Chr10: 24.073359","4.736","27.3","Chr10: 24.016795","-0.548"
"22088","UNCHAR_Ms4a19","Ms4a19","membrane-spanning 4-domains, subfamily A, member 19","Chr1: 207.839547","3.466","27.3","Chr1: 208.143797","-0.654"
"4475","ENSRNOG00000033348","Duox1","dual oxidase 1","Chr3: 109.260525","8.468","27.2","Chr3: 109.271062","0.443"
"21793","ENSRNOG00000010423","Misp","mitotic spindle positioning","Chr7: 9.886540","5.671","27.2","Chr7: 9.300878","-0.504"
"32814","ENSRNOG00000019508","Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial)","Chr2: 186.459743","7.337","27.2","Chr2: 185.553302","0.279"
"9481","UNCHAR_LOC102548752","LOC102548752","uncharacterized LOC102548752","Chr16: 17.836162","5.429","27.1","Chr16: 18.201895","-0.264"
"10107","UNCHAR_LOC102551595","LOC102551595","uncharacterized LOC102551595","Chr14: 31.025554","3.171","27.1","Chr14: 31.142847","0.684"
"162","ENSRNOG00000003108","Acbd4","acyl-CoA binding domain containing 4","Chr10: 88.048080","10.022","27.0","Chr10: 88.124264","-0.303"
"11148","UNCHAR_LOC102557393","LOC102557393","uncharacterized LOC102557393","Chr2: 31.742113","1.482","27.0","Chr2: 33.241530","-0.688"
"25311","ENSRNOG00000019018","Plat","plasminogen activator, tissue type","Chr16: 69.265176","10.461","27.0","Chr16: 69.230460","-0.351"
"31088","ENSRNOG00000031290","Trappc3l","trafficking protein particle complex subunit 3L","Chr20: 25.993173","5.824","27.0","Chr20: 25.549211","-0.359"
"5956","ENSRNOG00000064612","Gcnt4","glucosaminyl (N-acetyl) transferase 4","Chr2: 28.253324","5.165","26.9","Chr3: 28.169815","-0.536"
"8331","ENSRNOG00000011032","Lhfpl2","LHFPL tetraspan subfamily member 2","Chr2: 25.281770","9.497","26.9","Chr2: 24.478320","0.383"
"11560","UNCHAR_LOC103692950","LOC103692950","uncharacterized LOC103692950","Chr7: 113.513046","8.108","26.9","Chr7: 113.404775","-0.371"
"33477","ENSRNOG00000024693","Zfp831","zinc finger protein 831","Chr3: 163.393786","3.519","26.9","Chr3: 163.389815","-0.606"
"8969","UNCHAR_LOC102546491","LOC102546491","uncharacterized LOC102546491","Chr1: 12.088737","4.172","26.8","Chr1: 11.644866","0.439"
"18416","UNCHAR_LOC120100903","LOC120100903","uncharacterized LOC120100903","Chr2: 191.537600","7.532","26.8","Chr2: 192.173900","0.262"
"20846","ENSRNOG00000054549_2","Lss","lanosterol synthase","Chr20: 12.118857","9.873","26.8","Chr20: 11.890295","-0.415"
"9895","UNCHAR_LOC102550678","LOC102550678","uncharacterized LOC102550678","Chr14: 2.762745","5.538","26.7","Chr14: 3.574187","0.469"
"12895","ENSRNOG00000083207","LOC108352708","uncharacterized LOC108352708","Chr14: 8.676818","0.617","26.7","Chr14: 8.355606","0.614"
"4822","ENSRNOG00000019873_2","Eml3","EMAP like 3","Chr1: 205.826353","9.086","26.6","Chr1: 205.523234","-0.297"
"26264","ENSRNOG00000014414","Qrfpr","pyroglutamylated RFamide peptide receptor","Chr2: 119.096863","1.243","26.6","Chr2: 119.085663","-0.655"
"9245","UNCHAR_LOC102547720","LOC102547720","uncharacterized LOC102547720","Chr2: 237.932067","3.491","26.5","Chr2: 238.441787","-0.476"
"17944","ENSRNOG00000058615","LOC120100182","U6 spliceosomal RNA","Chr1: 181.153351","0.894","26.5","Chr1: 181.309526","0.549"
"1664","ENSRNOG00000010957","Braf","B-Raf proto-oncogene, serine/threonine kinase","Chr4: 68.510651","9.624","26.4","Chr4: 68.096702","-0.240"
"30927","ENSRNOG00000015578","Tnk1","tyrosine kinase, non-receptor, 1","Chr10: 54.580546","4.023","26.4","Chr10: 54.389422","-0.636"
"15379","UNCHAR_LOC120096357","LOC120096357","uncharacterized LOC120096357","Chr13: 103.530594","3.202","26.3","Chr13: 103.512827","0.530"
"27546","ENSRNOG00000000505","Rpl10a","ribosomal protein L10A","Chr20: 6.388799","10.993","26.3","Chr20: 6.323102","0.248"
"32850","ENSRNOG00000015609","Wdr27","WD repeat domain 27","Chr1: 55.950447","5.771","26.3","Chr1: 56.213651","-0.293"
"33536","ENSRNOG00000036980","Zgrf1","zinc finger, GRF-type containing 1","Chr2: 216.012910","6.366","26.3","Chr2: 216.115297","0.374"
"6772","ENSRNOG00000023299","Hfm1","helicase for meiosis 1","Chr14: 2.857250","2.990","26.2","Chr14: 6.432063","-0.684"
"17224","UNCHAR_LOC120098968","LOC120098968","uncharacterized LOC120098968","Chr20: 2.708197","4.181","26.2","Chr20: 2.611182","0.457"
"70","ENSRNOG00000015666","Abcc12","ATP binding cassette subfamily C member 12","Chr19: 20.549297","0.840","26.1","Chr19: 20.064558","-0.544"
"21876","ENSRNOG00000057867","Mns1","meiosis-specific nuclear structural 1","Chr8: 73.148876","4.598","26.1","Chr8: 73.350324","0.487"
"29314","UNCHAR_Sowaha","Sowaha","sosondowah ankyrin repeat domain family member A","Chr10: 37.645389","2.665","26.1","Chr10: 38.230324","-0.685"
"5188","ENSRNOG00000016534","Fam171a1","family with sequence similarity 171, member A1","Chr17: 75.148347","9.038","26.0","Chr17: 75.363280","-0.344"
"8355","ENSRNOG00000054954","Lilrb2","leukocyte immunoglobulin like receptor B2","Chr1: 65.326831","5.754","26.0","Chr1: 65.713205","-0.386"
"8773","ENSRNOG00000086899","LOC100910628","uncharacterized LOC100910628","Chr17: 27.350546","3.309","26.0","Chr17: 27.877255","0.769"
"9514","UNCHAR_LOC102548908","LOC102548908","uncharacterized LOC102548908","Chr13: 40.335040","6.683","26.0","Chr13: 40.507666","-0.589"
"12756","UNCHAR_LOC108352212","LOC108352212","uncharacterized LOC108352212","Chr10: 6.714466","2.250","26.0","Chr10: 7.033512","0.684"
"3873","ENSRNOG00000016247","Daw1","dynein assembly factor with WD repeats 1","Chr9: 84.435551","2.043","25.9","Chr9: 84.857080","-0.715"
"13380","UNCHAR_LOC120093567","LOC120093567","uncharacterized LOC120093567","Chr7: 32.737506","0.873","25.8","Chr2: 153.918888","0.575"
"14660","UNCHAR_LOC120095319","LOC120095319","uncharacterized LOC120095319","Chr10: 34.860304","1.071","25.8","Chr10: 36.874929","0.838"
"31977","ENSRNOG00000020443","Tsks","testis-specific serine kinase substrate","Chr1: 95.414311","3.545","25.7","Chr1: 95.648114","0.495"
"32576","ENSRNOG00000064083","Vom1r17","vomeronasal 1 receptor 17","Chr1: 60.770205","0.335","25.6","Chr1: 56.653675","-0.435"
"830","ENSRNOG00000014555","Aox3","aldehyde oxidase 3","Chr9: 59.664783","12.451","25.5","Chr9: 58.826646","0.466"
"6530","ENSRNOG00000085666","Gtpbp4","GTP binding protein 4","Chr17: 61.308032","8.571","25.5","Chr17: 61.901363","-0.270"
"7470","ENSRNOG00000036758","Iqck","IQ motif containing K","Chr1: 173.199307","6.876","25.5","Chr1: 171.981360","-0.402"
"25125","ENSRNOG00000055259","Phldb3","pleckstrin homology-like domain, family B, member 3","Chr1: 80.201082","4.530","25.5","Chr1: 80.215296","0.536"
"32541","ENSRNOG00000011446","Vill","villin-like","Chr8: 118.776717","7.417","25.5","Chr8: 118.892957","0.337"
"1192","ENSRNOG00000060105","Astn2","astrotactin 2","Chr5: 79.744020","7.583","25.4","Chr5: 79.284713","-0.315"
"16376","UNCHAR_LOC120097786","LOC120097786","uncharacterized LOC120097786","Chr17: 8.011330","1.596","25.4","Chr17: 7.992823","-0.621"
"23570","ENSRNOG00000007348","Or1i2","olfactory receptor family 1 subfamily I member 2","Chr7: 10.985937","0.434","25.4","Chr7: 9.302690","-0.540"
"10307","UNCHAR_LOC102552527","LOC102552527","zinc finger protein 677","Chr1: 61.136682","8.095","25.3","Chr1: 58.660722","-0.262"
"440","ENSRNOG00000018830","Aff3","ALF transcription elongation factor 3","Chr9: 40.856715","8.185","25.2","Chr9: 39.421822","-0.346"
"7984","ENSRNOG00000033414","Klk1c3","kallikrein 1-related peptidase C3","Chr1: 94.671635","1.482","25.2","Chr1: 94.104355","-0.766"
"12071","UNCHAR_LOC108349479","LOC108349479","uncharacterized LOC108349479","Chr9: 114.137655","4.865","25.2","Chr9: 113.311047","-0.600"
"22405","ENSRNOG00000065128","Naip5","NLR family, apoptosis inhibitory protein 5","Chr2: 31.608721","6.810","25.2","Chr2: 31.925135","-0.500"
"23149","UNCHAR_Oas1i","Oas1i","2 ' -5 ' oligoadenylate synthetase 1I","Chr12: 35.624565","5.734","25.2","Chr12: 34.960575","-0.496"
"928","ENSRNOG00000013358","Aqp11","aquaporin 11","Chr1: 152.056674","5.170","25.1","Chr1: 150.456476","-0.447"
"12347","ENSRNOG00000071705","LOC108350763","uncharacterized LOC108350763","Chr4: 161.303794","1.703","25.1","Chr4: 161.826359","0.620"
"13114","UNCHAR_LOC120093142","LOC120093142","uncharacterized LOC120093142","Chr19: 13.772002","2.532","25.1","Chr19: 13.144002","-0.775"
"27984","ENSRNOG00000014398","Scara5","scavenger receptor class A, member 5","Chr15: 39.880016","12.413","25.1","Chr15: 46.426824","-0.336"
"31102","ENSRNOG00000013578","Trem2","triggering receptor expressed on myeloid cells 2","Chr9: 12.654189","7.526","25.1","Chr9: 13.818325","-0.653"
"8595","UNCHAR_LOC100362345","LOC100362345","uncharacterized LOC100362345","Chr5: 103.767985","5.313","25.0","Chr1: 218.891118","0.523"
"11528","UNCHAR_LOC103692636","LOC103692636","uncharacterized LOC103692636","Chr6: 71.916407","2.342","25.0","Chr6: 71.892104","-0.628"
"22179","ENSRNOG00000002516","Mtm1","myotubularin 1","Chr6: 0.506881","9.194","25.0","Chr6: 5.685173","0.386"
"26772","ENSRNOG00000042232","RGD1559600","RGD1559600","Chr1: 173.988757","4.527","25.0","Chr1: 172.059761","-0.656"
"30948","ENSRNOG00000002468","Tnr","tenascin R","Chr13: 71.751713","4.286","25.0","Chr13: 72.375244","1.790"
"9642","UNCHAR_LOC102549543","LOC102549543","uncharacterized LOC102549543","Chr2: 233.826618","1.725","24.9","Chr2: 234.104746","0.895"
"10982","UNCHAR_LOC102555870","LOC102555870","uncharacterized LOC102555870","Chr17: 17.476592","5.639","24.9","Chr17: 17.400900","-0.479"
"20809","ENSRNOG00000009555","Lrriq3","leucine-rich repeats and IQ motif containing 3","Chr2: 244.119974","4.569","24.9","Chr2: 244.489509","0.353"
"31122","UNCHAR_Trim15","Trim15","tripartite motif-containing 15, pseudogene 1","Chr20: 1.700904","5.513","24.9","Chr20: 2.050222","-0.294"
"10700","UNCHAR_LOC102554492","LOC102554492","uncharacterized LOC102554492","Chr17: 18.734681","5.649","24.8","Chr17: 18.890124","0.411"
"22312","ENSRNOG00000042445","Myo15b","myosin XVB","Chr10: 101.088733","3.869","24.8","Chr10: 100.958385","0.603"
"8183","ENSRNOG00000017237","Lama1","laminin subunit alpha 1","Chr9: 107.692769","1.290","24.7","Chr9: 107.705085","0.635"
"10381","UNCHAR_LOC102552854","LOC102552854","uncharacterized LOC102552854","Chr14: 31.255150","2.694","24.7","Chr14: 31.142847","-0.507"
"25232","ENSRNOG00000058422","Pirb","paired Ig-like receptor B","Chr1: 65.499194","9.152","24.7","Chr1: 65.713205","-0.344"
"28857","ENSRNOG00000010938","Slc7a10","solute carrier family 7 member 10","Chr1: 87.829083","9.653","24.7","Chr1: 87.967736","-0.553"
"7145","ENSRNOG00000019519","Idnk","Idnk, gluconokinase","Chr17: 6.490779","5.884","24.6","Chr17: 5.904105","-0.302"
"17097","ENSRNOG00000079330","LOC120098823","uncharacterized LOC120098823","Chr20: 43.333974","1.802","24.6","Chr20: 42.941156","-0.659"
"11612","UNCHAR_LOC103693272","LOC103693272","uncharacterized LOC103693272","Chr10: 6.726490","4.631","24.5","Chr10: 6.423694","0.478"
"22688","ENSRNOG00000016653","Ngef","neuronal guanine nucleotide exchange factor","Chr9: 88.244453","5.627","24.5","Chr9: 86.985968","0.490"
"28276","ENSRNOG00000001699","Setd4","SET domain containing 4","Chr11: 32.859161","7.963","24.5","Chr11: 33.611309","-0.268"
"786","ENSRNOG00000046181","Anks4b","ankyrin repeat and sterile alpha motif domain containing 4B","Chr1: 174.534194","2.580","24.4","Chr1: 174.788504","0.592"
"9412","UNCHAR_LOC102548458","LOC102548458","uncharacterized LOC102548458","Chr15: 16.527902","0.744","24.4","Chr15: 16.121154","0.640"
"15739","UNCHAR_LOC120096890","LOC120096890","uncharacterized LOC120096890","Chr1: 80.301946","1.259","24.4","Chr1: 80.246758","-0.657"
"16106","UNCHAR_LOC120097392","LOC120097392","uncharacterized LOC120097392","Chr16: 0.949193","4.581","24.4","Chr16: 1.089479","0.390"
"449","ENSRNOG00000002889","Afp","alpha-fetoprotein","Chr14: 17.591475","5.470","24.3","Chr14: 16.290690","-0.934"
"9222","UNCHAR_LOC102547647","LOC102547647","uncharacterized LOC102547647","Chr2: 112.308363","1.468","24.3","Chr2: 112.752818","0.677"
"3243","ENSRNOG00000043150_2","Col20a1","collagen type XX alpha 1 chain","Chr3: 168.102474","7.515","24.2","Chr3: 168.114441","-0.442"
"7122","ENSRNOG00000008628","Ica1","islet cell autoantigen 1","Chr4: 36.804704","7.786","24.2","Chr4: 37.169841","0.331"
"16903","UNCHAR_LOC120098550","LOC120098550","uncharacterized LOC120098550","Chr19: 9.153157","1.123","24.2","Chr19: 9.212323","0.618"
"17316","UNCHAR_LOC120099121","LOC120099121","uncharacterized LOC120099121","Chr1: 47.741899","1.564","24.2","Chr1: 47.638592","-0.932"
"30958","ENSRNOG00000002828","Tob1","transducer of ErbB-2.1","Chr10: 79.163092","8.498","24.2","Chr10: 79.677697","-0.320"
"32307","ENSRNOG00000058057","Uggt2","UDP-glucose glycoprotein glucosyltransferase 2","Chr15: 96.239357","8.033","24.2","Chr15: 96.098863","0.291"
"10350","ENSRNOG00000064179","LOC102552731","RIKEN cDNA 1700028J19 gene like","Chr1: 94.730837","1.133","24.1","Chr1: 93.830128","0.635"
"21006","ENSRNOG00000019885","Magi3","membrane associated guanylate kinase, WW and PDZ domain containing 3","Chr2: 191.717047","9.631","24.1","Chr2: 192.173900","0.197"
"27778","ENSRNOG00000075316","RT1-M1-4","RT1 class I, locus M1, gene 4","Chr20: 1.893584","0.349","24.0","Chr20: 2.050222","-0.424"
"29323","ENSRNOG00000022084","Sox14","SRY-box transcription factor 14","Chr8: 100.423917","1.410","24.0","Chr8: 102.011135","0.847"
"6656","ENSRNOG00000039284","Haus4","HAUS augmin-like complex, subunit 4","Chr15: 28.006146","5.808","23.9","Chr15: 27.854824","0.307"
"10461","UNCHAR_LOC102553326","LOC102553326","uncharacterized LOC102553326","Chr5: 70.840702","1.544","23.9","Chr5: 70.868633","0.595"
"26650","ENSRNOG00000001001","Retn","resistin","Chr12: 1.710880","11.142","23.9","Chr12: 0.093589","-0.439"
"30350","ENSRNOG00000059702","Tex9","testis expressed 9","Chr8: 73.213890","7.489","23.9","Chr8: 71.348029","-0.282"
"92","ENSRNOG00000064381_2","Abcg3l4","ATP-binding cassette, subfamily G (WHITE), member 3-like 4","Chr14: 4.590222","8.921","23.8","Chr14: 5.131747","-0.277"
"11585","UNCHAR_LOC103693092","LOC103693092","uncharacterized LOC103693092","Chr8: 51.602797","6.382","23.8","Chr8: 51.101184","0.330"
"13517","UNCHAR_LOC120093718","LOC120093718","uncharacterized LOC120093718","Chr7: 127.681794","1.177","23.8","Chr7: 127.401498","0.676"
"20372","UNCHAR_LOC680920","LOC680920","uncharacterized LOC680920","Chr9: 12.843541","3.764","23.8","Chr9: 13.817495","0.663"
"20438","UNCHAR_LOC685275","LOC685275","uncharacterized LOC685275","Chr12: 18.651871","0.860","23.8","Chr12: 19.032032","-0.593"
"23336","ENSRNOG00000086550","Or10aa1","olfactory receptor family 10 subfamily AA member 1","Chr13: 86.046157","6.650","23.8","Chr13: 86.622151","-0.398"
"8885","UNCHAR_LOC100912259","LOC100912259","uncharacterized LOC100912259","Chr4: 169.702734","3.122","23.7","Chr4: 169.309327","0.591"
"3196","ENSRNOG00000004438","Cntn1","contactin 1","Chr7: 123.263145","4.558","23.6","Chr7: 123.405374","0.663"
"11608","UNCHAR_LOC103693208","LOC103693208","uncharacterized LOC103693208","Chr14: 94.674846","2.339","23.6","Chr14: 94.966000","0.599"
"20522","UNCHAR_LOC689303","LOC689303","uncharacterized LOC689303","Chr17: 14.423634","4.334","23.6","Chr17: 14.426630","-0.391"
"25205","ENSRNOG00000087413","Pilrb1","paired immunoglobin-like type 2 receptor beta 1","Chr12: 18.516160","5.184","23.6","Chr12: 19.031953","-0.595"
"26466","ENSRNOG00000031671","Rasgef1a","RasGEF domain family, member 1A","Chr4: 151.187532","4.307","23.6","Chr4: 151.143317","0.750"
"22599","ENSRNOG00000013916","Nefm","neurofilament medium chain","Chr15: 42.365752","1.260","23.5","Chr15: 38.397019","0.761"
"145","ENSRNOG00000037815","Acad10","acyl-CoA dehydrogenase family, member 10","Chr12: 34.901210","11.065","23.4","Chr12: 35.460574","0.344"
"587","ENSRNOG00000017619","Aldh1a1","aldehyde dehydrogenase 1 family, member A1","Chr1: 218.000469","6.140","23.4","Chr1: 217.753437","-0.846"
"10051","UNCHAR_LOC102551356","LOC102551356","uncharacterized LOC102551356","Chr18: 60.029821","1.873","23.4","Chr18: 60.107267","-0.742"
"20245","UNCHAR_LOC361346","LOC361346","uncharacterized LOC361346","Chr18: 64.090141","7.880","23.4","Chr18: 63.698544","0.234"
"27750","ENSRNOG00000069209","RT1-A1","RT1 class Ia, locus A1","Chr20: 4.905308","9.167","23.4","Chr20: 6.357718","-0.696"
"30054","ENSRNOG00000030245","Tango2","transport and golgi organization 2 homolog","Chr11: 82.645977","7.815","23.4","Chr11: 82.653430","-0.384"
"602","ENSRNOG00000011419","Aldh6a1","aldehyde dehydrogenase 6 family, member A1","Chr6: 104.098635","11.987","23.3","Chr6: 104.374072","0.236"
"17107","UNCHAR_LOC120098833","LOC120098833","uncharacterized LOC120098833","Chr20: 3.437372","6.646","23.3","Chr20: 3.601052","0.429"
"11635","UNCHAR_LOC103693477","LOC103693477","uncharacterized LOC103693477","Chr10: 100.321684","0.560","23.2","Chr10: 100.351953","0.510"
"6332","ENSRNOG00000010880","Gpr27","G protein-coupled receptor 27","Chr4: 132.328363","4.013","23.1","Chr4: 132.846270","-0.873"
"9465","UNCHAR_LOC102548673","LOC102548673","uncharacterized LOC102548673","Chr10: 76.093222","0.157","23.1","Chr2: 81.446771","-0.312"
"11628","ENSRNOG00000091242","LOC103693415","uncharacterized LOC103693415","Chr10: 74.867604","4.611","23.1","Chr10: 74.961416","0.508"
"11640","UNCHAR_LOC103693496","LOC103693496","Zinc finger protein 431 like 11","Chr1: 0.192444","3.619","23.1","Chr9: 112.810766","0.512"
"29495","UNCHAR_Spocd1","Spocd1","uncharacterized Spocd1","Chr5: 142.288821","0.721","23.1","Chr5: 142.268873","0.564"
"30619","ENSRNOG00000027480","Tmem116","transmembrane protein 116","Chr12: 35.089408","6.319","23.1","Chr12: 34.960575","-0.388"
"30743","ENSRNOG00000042758","Tmem243","transmembrane protein 243","Chr4: 24.968641","9.125","23.1","Chr4: 25.286406","0.222"
"8959","UNCHAR_LOC102546462","LOC102546462","uncharacterized LOC102546462","Chr15: 52.177810","4.131","23.0","Chr15: 53.519327","-0.500"
"15606","UNCHAR_LOC120096689","LOC120096689","uncharacterized LOC120096689","Chr14: 95.114521","5.685","23.0","Chr14: 94.990282","0.394"
"21391","ENSRNOG00000039858","Mfsd12","major facilitator superfamily domain containing 12","Chr7: 8.354049","8.927","23.0","Chr7: 5.080344","0.287"
"9366","UNCHAR_LOC102548271","LOC102548271","uncharacterized LOC102548271","Chr1: 167.901538","2.913","22.9","Chr1: 167.631608","-0.682"
"19181","UNCHAR_LOC120102190","LOC120102190","uncharacterized LOC120102190","Chr4: 0.509876","4.905","22.9","Chr7: 0.194932","0.396"
"19185","UNCHAR_LOC120102195","LOC120102195","uncharacterized LOC120102195","Chr4: 0.767055","3.450","22.9","Chr7: 0.194932","0.608"
